Background: 255
(0, 26, 192, 107, 123)
(62, 113, 140, 20, 179)
(169, 14, 28, 47, 254)
(0, 77, 43, 35, 20)
(65, 20, 41, 89, 100)
(125, 16, 34, 60, 111)
(99, 85, 101, 28, 144)
(0, 57, 179, 18, 94)
(194, 90, 6, 21, 47)
(1, 23, 18, 32, 232)
(50, 39, 63, 37, 108)
(133, 30, 17, 19, 163)
(107, 76, 77, 3, 181)
(116, 56, 57, 7, 59)
(62, 111, 92, 6, 171)
(60, 124, 114, 5, 193)
(0, 22, 33, 12, 245)
(48, 71, 13, 45, 99)
(0, 124, 60, 2, 188)
(0, 56, 7, 39, 80)
(135, 12, 14, 4, 158)
(114, 54, 55, 1, 214)
(60, 24, 51, 15, 85)
(96, 67, 99, 4, 134)
(6, 64, 49, 15, 77)
(114, 83, 28, 23, 152)
(0, 129, 69, 4, 112)
(154, 0, 45, 20, 254)
(43, 97, 55, 12, 86)
(78, 44, 16, 13, 156)
(12, 102, 18, 12, 60)
(185, 70, 4, 40, 102)
(185, 57, 14, 7, 254)
(44, 128, 21, 4, 108)
(0, 123, 54, 1, 64)
(163, 113, 43, 13, 171)
(98, 74, 5, 33, 160)
(71, 73, 2, 30, 143)
(41, 74, 7, 12, 136)
(142, 70, 45, 5, 99)
(183, 81, 1, 29, 205)
(117, 115, 48, 10, 179)
(24, 108, 15, 7, 11)
(195, 76, 5, 13, 243)
(59, 39, 71, 2, 139)
(35, 96, 10, 15, 7)
(45, 96, 8, 20, 98)
(92, 73, 3, 30, 134)
(169, 130, 30, 7, 171)
(101, 61, 84, 5, 80)
(132, 110, 62, 1, 120)
(6, 91, 37, 10, 7)
(114, 25, 6, 5, 210)
(0, 34, 24, 7, 212)
(26, 72, 6, 7, 27)
(106, 83, 77, 2, 137)
(127, 68, 69, 1, 108)
(74, 75, 8, 25, 78)
(161, 22, 8, 7, 210)
(143, 76, 4, 35, 111)
(175, 8, 24, 51, 254)
(148, 80, 34, 2, 106)
(73, 72, 19, 2, 153)
(78, 17, 16, 11, 88)
(30, 62, 24, 2, 205)
(0, 92, 4, 20, 55)
(29, 31, 28, 13, 105)
(188, 73, 5, 16, 151)
(57, 75, 2, 21, 147)
(55, 122, 36, 2, 180)
(149, 66, 47, 1, 116)
(67, 125, 20, 5, 195)
(135, 130, 27, 2, 171)
(31, 70, 27, 1, 142)
(93, 67, 104, 1, 172)
(156, 89, 27, 6, 150)
(103, 72, 46, 4, 106)
(153, 37, 16, 12, 150)
(63, 77, 1, 26, 155)
(21, 41, 13, 18, 103)
(0, 127, 16, 4, 91)
(113, 34, 17, 16, 146)
(68, 132, 6, 1, 126)
(196, 106, 5, 4, 37)
(34, 114, 22, 2, 75)
(106, 79, 75, 1, 142)
(119, 50, 37, 1, 79)
(104, 132, 11, 1, 191)
(61, 104, 38, 5, 77)
(174, 127, 38, 3, 188)
(141, 80, 1, 30, 209)
(148, 53, 20, 2, 189)
(101, 57, 17, 10, 92)
(48, 41, 1, 17, 206)
(0, 122, 56, 1, 104)
(193, 81, 4, 7, 235)
(149, 100, 33, 9, 139)
(147, 78, 17, 1, 186)
(199, 6, 0, 53, 230)
(140, 35, 2, 13, 211)
(0, 112, 18, 3, 117)
(188, 113, 11, 4, 159)
(74, 127, 30, 2, 186)
(9, 131, 31, 6, 119)
(93, 93, 7, 1, 141)
(69, 56, 9, 2, 137)
(118, 128, 39, 1, 186)
(3, 99, 9, 10, 3)
(73, 99, 20, 4, 105)
(184, 76, 4, 6, 74)
(177, 117, 15, 5, 176)
(76, 109, 23, 3, 153)
(161, 35, 1, 13, 207)
(174, 132, 0, 0, 60)
(59, 120, 32, 3, 176)
(117, 120, 13, 4, 174)
(54, 111, 12, 3, 142)
(181, 65, 13, 1, 84)
(150, 23, 11, 10, 104)
(160, 112, 22, 1, 159)
(53, 27, 7, 7, 88)
(149, 35, 1, 13, 211)
(61, 43, 3, 27, 148)
(174, 122, 6, 4, 165)
(65, 41, 2, 56, 89)
(33, 74, 10, 4, 139)
(82, 45, 1, 56, 116)
(87, 45, 5, 10, 114)
(193, 90, 1, 22, 101)
(155, 112, 8, 2, 157)
(91, 124, 29, 3, 198)
(169, 131, 15, 2, 167)
(19, 104, 5, 4, 102)
(115, 53, 18, 1, 102)
(199, 56, 0, 5, 186)
(142, 101, 1, 23, 176)
(173, 0, 15, 16, 251)
(182, 32, 24, 30, 253)
(48, 74, 7, 17, 101)
(121, 22, 16, 11, 105)
(31, 132, 25, 0, 22)
(106, 76, 2, 34, 162)
(121, 118, 38, 1, 186)
(55, 82, 2, 12, 70)
(165, 33, 4, 19, 164)
(165, 15, 14, 9, 255)
(17, 39, 2, 6, 130)
(162, 29, 10, 3, 71)
(150, 15, 4, 6, 156)
(152, 121, 19, 5, 178)
(114, 33, 4, 20, 164)
(193, 92, 6, 4, 51)
(73, 113, 18, 0, 121)
(101, 6, 27, 16, 255)
(167, 23, 21, 2, 255)
(74, 75, 17, 3, 64)
(157, 103, 21, 4, 143)
(184, 113, 17, 1, 157)
(14, 61, 13, 12, 87)
(47, 105, 17, 2, 106)
(129, 132, 39, 2, 175)
(137, 71, 56, 1, 89)
(10, 97, 6, 6, 2)
(98, 95, 8, 2, 111)
(186, 108, 8, 4, 106)
(124, 19, 5, 4, 167)
(31, 64, 25, 5, 53)
(0, 31, 4, 23, 164)
(112, 89, 29, 4, 157)
(146, 28, 2, 19, 146)
(103, 85, 3, 26, 113)
(188, 77, 1, 17, 134)
(192, 73, 7, 5, 249)
(177, 111, 23, 1, 111)
(178, 74, 0, 0, 78)
(41, 44, 2, 14, 191)
